ID,GROUP NO,DESCRIPTION,FUNC,UNIT,TYPE,SENSOR TYPE,ALARM GROUP,INPUT CH,INHIBIT ID,OUT CH,EAU GROUP,RANGE MIN,RANGE MAX,LOW ALARM,HIGH ALARM,OFFSET,SPAN,ON DELAY,OFFDELAY,CONTROL,ENABLE,ALARM LEVEL,VDR,LOLO (INDICATOR),LOW ,HIGH,HIHI,ALARM PRINTER,LOLO ALARM,HIHI ALARM,ONDELAY2,OFFDELAY2,MEAN ID,INPUT ID
1,ME23,NO.1 M/E E.G.T. CYLINDER MEAN,MEAN,━C,6,0,4,0,175,0,2,0,690,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,ME24,NO.2 M/E E.G.T. CYLINDER MEAN,MEAN,━C,6,0,4,0,205,0,2,0,690,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3,ME01A,NO.1 M/E E.G.T. CYLINDER A1 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,175,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,1,84
4,ME02A,NO.1 M/E E.G.T. CYLINDER A2 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,175,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,1,85
5,ME03A,NO.1 M/E E.G.T. CYLINDER A3 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,175,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,1,86
6,ME04A,NO.1 M/E E.G.T. CYLINDER A4 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,175,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,1,87
7,ME05A,NO.1 M/E E.G.T. CYLINDER A5 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,175,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,1,88
8,ME06A,NO.1 M/E E.G.T. CYLINDER A6 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,175,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,1,89
9,ME12A,NO.2 M/E E.G.T. CYLINDER A1 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,205,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,2,95
10,ME13A,NO.2 M/E E.G.T. CYLINDER A2 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,205,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,2,96
11,ME14A,NO.2 M/E E.G.T. CYLINDER A3 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,205,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,2,97
12,ME15A,NO.2 M/E E.G.T. CYLINDER A4 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,205,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,2,98
13,ME16A,NO.2 M/E E.G.T. CYLINDER A5 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,205,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,2,99
14,ME17A,NO.2 M/E E.G.T. CYLINDER A6 DEVI. HIGH/LOW,TDAHL,━C,5,0,4,0,205,0,2,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,2,100
15,ML01,NO.1 M/E L.O. PRESS. FILTER INLET,PI,BAR,4,0,1,1146,175,0,3,0,10,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16,ML02A,NO.1 M/E L.O. PRESS. ENGINE INLET,PI,BAR,4,0,1,1147,175,0,3,0,10,2.8,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17,ML03,NO.1 M/E L.O. PRESS. T/C INLET,PI,BAR,4,0,1,1148,175,0,3,0,10,2.3,0,0,0,7,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18,ML04A,NO.1 G/B CLUTCH OIL PRESSURE,PI,BAR,4,0,1,1156,175,0,3,0,40,17,0,0,0,10,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19,ML05,NO.1 M/E L.O. TEMP. COOLER INLET,TI,━C,4,0,1,1168,175,0,3,0,120,0,18,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20,ML06,NO.1 M/E L.O. TEMP. ENGINE INLET,TI,━C,4,0,1,1169,175,0,3,0,120,0,80,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,ML07,NO.1 M/E L.O. PRESS. ENGINE INLET LOW,PAL,,2,0,1,1207,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22,ML08,NO.1 M/E L.O. IN SUMP TANK LV LOW,LAL,,2,0,1,1208,175,0,3,0,0,0,0,0,0,5,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
23,ML09,NO.1 M/E L.O. PRESS. T/C INLET LOW,PAL,,2,0,1,1209,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
24,ML10,NO.1 M/E L.O. TEMP. ENGINE INLET HIGH,TAH,,2,0,1,1215,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
25,ML11,NO.1 M/E O.M.C. IN CRANKCASE HIGH,OAH,,2,0,1,1223,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
26,ML12,NO.1 M/E L.O. FILTER DIFF. PRESS. HIGH,OAH,,2,0,1,1225,175,0,3,0,0,0,0,0,0,7,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
27,ML13,NO.1 M/E DEVI. B.S. OF L.O. PRESS. ENGINE INLET,PI,,2,0,1,1235,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
28,ML14,NO.1 M/E L.O. FILTER BY-PASS VALVE OPEN FAIL.,XA,,2,0,1,1239,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
29,ML15,NO.2 M/E L.O. PRESS. FILTER INLET,PI,BAR,4,0,1,2346,205,0,3,0,10,2.8,0,0,0,7,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,ML16A,NO.2 M/E L.O. PRESS. ENGINE INLET,PI,BAR,4,0,1,2347,205,0,3,0,10,2.8,0,0,0,10,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,ML17,NO.2 M/E L.O. PRESS. T/C INLET,PI,BAR,4,0,1,2348,205,0,3,0,10,1.3,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,ML18A,NO.2 G/B CLUTCH OIL PRESSURE,PI,BAR,4,0,1,2356,205,0,3,0,40,17,0,0,0,10,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,ML19,NO.2 M/E L.O. TEMP. COOLER INLET,TI,━C,4,0,1,2368,205,0,3,0,120,0,80,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,ML20,NO.2 M/E L.O. TEMP. ENGINE INLET,TI,━C,4,0,1,2369,205,0,3,0,120,0,80,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,ML21,NO.2 M/E L.O. PRESS. ENGINE INLET LOW,PAL,,2,0,1,2407,205,0,3,0,0,0,0,0,0,5,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
36,ML22,NO.2 M/E L.O. IN SUMP TANK LV LOW,LAL,,2,0,1,2408,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
37,ML23,NO.2 M/E L.O. PRESS. T/C INLET LOW,PAL,,2,0,1,2409,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
38,ML24,NO.2 M/E L.O. TEMP. ENGINE INLET HIGH,TAH,,2,0,1,2415,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
39,ML25,NO.2 M/E L.O. FILTER DIFF. PRESS. HIGH,OAH,,2,0,1,2425,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
40,ML26,NO.2 M/E DEVI. B.S. OF L.O. PRESS. ENGINE INLET,PI,,2,0,1,2435,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
41,ML27,NO.2 M/E L.O. FILTER BY-PASS VALVE OPEN FAIL.,XA,,2,0,1,2439,205,0,3,0,0,0,0,0,0,7,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
42,MF01,NO.1 M/E F.O. PRESS. FILTER INLET,PI,BAR,4,0,2,1151,175,0,3,0,16,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,MF02,NO.1 M/E F.O. PRESS. ENGINE INLET,PI,BAR,4,0,2,1152,175,0,3,0,16,1,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,MF03,NO.1 M/E F.O. TEMP. ENGINE INLET,TI,━C,4,0,2,1175,175,0,3,0,250,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45,MF04,NO.1 M/E F.O. PRESS. ENGINE INLET LOW,PAL,,2,0,2,1212,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
46,MF05,NO.1 M/E F.O. TEMP. ENGINE INLET HIGH,TAH,,2,0,2,1217,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
47,MF06,NO.1 M/E F.O. LEAKAGE TANK LEVEL HIGH,XA,,2,0,2,1224,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
48,MF07,NO.1 M/E F.O. FILTER DIFF. PRESS. HIGH,OAH,,2,0,2,1226,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
49,MF08,NO.2 M/E F.O. PRESS. FILTER INLET,PI,BAR,4,0,2,2351,205,0,3,0,16,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,MF09,NO.2 M/E F.O. PRESS. ENGINE INLET,PI,BAR,4,0,2,2352,205,0,3,0,16,1,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51,MF10,NO.2 M/E F.O. TEMP. ENGINE INLET,TI,━C,4,0,2,2375,205,0,3,0,250,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,MF11,NO.2 M/E F.O. PRESS. ENGINE INLET LOW,PAL,,2,0,2,2412,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
53,MF12,NO.2 M/E F.O. TEMP. ENGINE INLET HIGH,TAH,,2,0,2,2417,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,MF13,NO.2 M/E F.O. LEAKAGE TANK LEVEL HIGH,XA,,2,0,2,2424,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
55,MF14,NO.2 M/E F.O. FILTER DIFF. PRESS. HIGH,OAH,,2,0,2,2426,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
56,MW01A,NO.1 M/E H.T. C.W. PRESSURE ENGINE INLET,PI,BAR,4,0,3,1149,175,0,3,0,6,1.7,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57,MW02,NO.1 M/E L.T. C.W. PRESS. AIR COOLER INLET,PI,BAR,4,0,3,1150,175,0,3,0,6,1.7,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
58,MW03,NO.1 M/E H.T. C.W. TEMP. AIR COOLER INLET,TI,━C,4,0,3,1170,175,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,MW04,NO.1 M/E H.T. C.W. TEMP. ENGINE CYLINDER INLET,TI,━C,4,0,3,1171,175,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60,MW05A,NO.1 M/E H.T. C.W. TEMP. ENGINE CYLINDER OUTLET,TI,━C,4,0,3,1172,175,0,3,0,120,0,92,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61,MW06,NO.1 M/E L.T. C.W. TEMP. AIR COOLER INLET,TI,━C,4,0,3,1173,175,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
62,MW07,NO.1 M/E L.T. C.W. TEMP. AIR COOLER OUTLET,TI,━C,4,0,3,1174,175,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63,MW05B,NO.1 M/E H.T. C.W. TEMP. ENGINE CYLINDER OUTLET,TI,━C,4,0,3,1190,175,0,3,0,120,0,92,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
64,MW09,NO.1 M/E H.T. C.W. PRESS. ENGINE INLET LOW,PAL,,2,0,3,1210,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
65,MW10,NO.1 M/E L.T. C.W. PRESS. CHARGE AIR. COOLER INLET LOW,PAL,,2,0,3,1211,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
66,MW11,NO.1 M/E H.T. C.W. TEMP. ENGINE OUTLET HIGH,TAH,,2,0,3,1216,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
67,MW12,NO.1 M/E DEVI. B.S. OF H.T. C.W. PRESS. ENGINE INLET,PI,,2,0,3,1236,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
68,MW13,NO.1 M/E DEVI. B.S. OF H.T. C.W. TEMP. ENGINE OUTLET,TI,,2,0,3,1237,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
69,MW14A,NO.2 M/E HT C.W. PRESSURE ENGINE INLET,PI,BAR,4,0,3,2349,205,0,3,0,6,1.7,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
70,MW15,NO.2 M/E L.T. C.W. PRESS. AIR COOLER INLET,PI,BAR,4,0,3,2350,205,0,3,0,6,1.7,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
71,MW16,NO.2 M/E H.T. C.W. TEMP. AIR COOLER INLET,TI,━C,4,0,3,2370,205,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72,MW17,NO.2 M/E H.T. C.W. TEMP. ENGINE CYLINDER INLET,TI,━C,4,0,3,2371,205,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
73,MW18A,NO.2 M/E H.T. C.W. TEMP. ENGINE CYLINDER OUTLET,TI,━C,4,0,3,2372,205,0,3,0,120,0,92,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
74,MW19,NO.2 M/E L.T. C.W. TEMP. AIR COOLER INLET,TI,━C,4,0,3,2373,205,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75,MW20,NO.2 M/E L.T. C.W. TEMP. AIR COOLER OUTLET,TI,━C,4,0,3,2374,205,0,3,0,120,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
76,MW18B,NO.2 M/E H.T. C.W. TEMP. ENGINE CYLINDER OUTLET,TI,━C,4,0,3,2390,205,0,3,0,120,0,92,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
77,MW22,NO.2 M/E H.T. C.W. PRESS. ENGINE INLET LOW,PAL,,2,0,3,2410,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
78,MW23,NO.2 M/E L.T. C.W. PRESS. CHARGE AIR. COOLER INLET LOW,PAL,,2,0,3,2411,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
79,MW24,NO.2 M/E H.T. C.W. TEMP. ENGINE OUTLET HIGH,TAH,,2,0,3,2416,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
80,MW25,NO.2 M/E DEVI. B.S. OF H.T. C.W. PRESS. ENGINE INLET,PI,,2,0,3,2436,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
81,MW26,NO.2 M/E DEVI. B.S. OF H.T. C.W. TEMP. ENGINE OUTLET,TI,,2,0,3,2437,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
82,MW27,NO.1 M/E S.W. PRESS.,PI,BAR,4,0,3,1275,175,0,2,0,10,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
83,MW28,NO.2 M/E S.W. PRESS.,PI,BAR,4,0,3,2465,205,0,2,0,10,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84,ME01,NO.1 M/E E.G.T. CYLINDER A1,TI,━C,4,0,4,1101,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85,ME02,NO.1 M/E E.G.T. CYLINDER A2,TI,━C,4,0,4,1102,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
86,ME03,NO.1 M/E E.G.T. CYLINDER A3,TI,━C,4,0,4,1103,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
87,ME04,NO.1 M/E E.G.T. CYLINDER A4,TI,━C,4,0,4,1104,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
88,ME05,NO.1 M/E E.G.T. CYLINDER A5,TI,━C,4,0,4,1105,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89,ME06,NO.1 M/E E.G.T. CYLINDER A6,TI,━C,4,0,4,1106,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
90,ME07,NO.1 M/E E.G.T. TC INLET,TI,━C,4,0,4,1107,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
91,ME08,NO.1 M/E E.G.T. TC OUTLET,TI,━C,4,0,4,1108,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
92,ME09,NO.1 M/E E.G.T. MEAN VALUE,TI,━C,4,0,4,1109,175,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
93,ME10,NO.1 M/E E.G.T. EACH CYLINDER HIGH(COMMON),TAH,,2,0,4,1219,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
94,ME11,NO.1 M/E E.G.T. MEAN VALUE DEVI. HIGH(COMMON),TAH,,2,0,4,1220,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
95,ME12,NO.2 M/E E.G.T. CYLINDER A1,TI,━C,4,0,4,2301,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,ME13,NO.2 M/E E.G.T. CYLINDER A2,TI,━C,4,0,4,2302,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
97,ME14,NO.2 M/E E.G.T. CYLINDER A3,TI,━C,4,0,4,2303,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
98,ME15,NO.2 M/E E.G.T. CYLINDER A4,TI,━C,4,0,4,2304,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
99,ME16,NO.2 M/E E.G.T. CYLINDER A5,TI,━C,4,0,4,2305,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100,ME17,NO.2 M/E E.G.T. CYLINDER A6,TI,━C,4,0,4,2306,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
101,ME18,NO.2 M/E E.G.T. TC INLET,TI,━C,4,0,4,2307,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
102,ME19,NO.2 M/E E.G.T. TC OUTLET,TI,━C,4,0,4,2308,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
103,ME20,NO.2 M/E E.G.T. MEAN VALUE,TI,━C,4,0,4,2309,205,0,1,0,690,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
104,ME21,NO.2 M/E E.G.T. EACH CYLINDER HIGH(COMMON),TAH,,2,0,4,2419,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
105,ME22,NO.2 M/E E.G.T. MEAN VALUE DEVI. HIGH(COMMON),TAH,,2,0,4,2420,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
106,MA01,NO.1 M/E CHARGE AIR. PRESS. ENGINE INLET,PI,BAR,4,0,5,1153,175,0,3,0,4,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
107,MA02,NO.1 M/E STARTING AIR PRESS. ENGINE INLET,PI,BAR,4,0,5,1154,175,0,2,0,40,15,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
108,MA03,NO.1 M/E CTRL. AIR PRESS. ENGINE INLET,PI,BAR,4,0,5,1155,175,0,3,0,10,6,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
109,MA04,NO.1 M/E CHARGE AIR. TEMP. ENGINE INLET,TI,━C,4,0,5,1176,175,0,3,0,120,25,65,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
113,MA08,NO.2 M/E CHARGE AIR. PRESS. ENGINE INLET,PI,BAR,4,0,5,2353,205,0,3,0,4,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
114,MA09,NO.2 M/E STARTING AIR PRESS. ENGINE INLET,PI,BAR,4,0,5,2354,205,0,2,0,40,15,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
115,MA10,NO.2 M/E CTRL. AIR PRESS. ENGINE INLET,PI,BAR,4,0,5,2355,205,0,3,0,10,6,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
